job_title,resume_id,source_file,normalized_score,resume_preview
Advocate,50,ec6f1271a43ecc03_train.png,0.5032681,Dedicated victim advocate with 8+ years of experience in family advocacy and domestic violence preve
Advocate,61,991d41ce1f69bcdb_train.png,0.3,Dedicated Youth Advocate with 1 year of experience providing comprehensive support and guidance to y
Agriculture,83,13e4189e14606d93_train.png,1.0,"Agricultural Engineer with 1 year of experience in designing, optimizing, and implementing sustainab"
Agriculture,88,8c01b4adca3f5354_train.png,0.8458457,"Education: Bachelor’s Degree in Agriculture, Adams State University, 1998, 2003 Work Experience: Di"
Agriculture,75,fa8a70b92fcfbf4e_train.png,0.82284355,A seasoned Agricultural Engineer with a passion for innovative solutions and sustainability. Skilled
Agriculture,80,6281a18f18415038_train.png,0.7625701,"Versatile Agricultural Engineer with over 12 years of experience, specializing in precision farming "
Agriculture,93,7c1e70ec2790307c_train.png,0.7602174,Experienced Agricultural Engineer with a passion for innovative solutions and sustainability. Skille
Agriculture,73,586145213bb09d83_train.jpg,0.7490344,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec at malesuada ex. Aliquam erat volutpa"
Agriculture,76,dceaa326c82da46e_train.png,0.7440524,"Education: University of New Mexico, Valencia Campus, Bachelor of Science in Engineering, 1997, 2001"
Agriculture,58,94c19b0baf1051b2_train.png,0.71475387,"Dedicated Agricultural Engineer with expertise in sustainable farming practices, digital marketing, "
Agriculture,92,79cbc338e435603b_train.png,0.71087897,"Education: Bachelor’s Degree in Agriculture, [University Name]; Master’s Degree in Environmental Sci"
Agriculture,77,328c7cbbf5ae9adf_train.jpg,0.70708,Innovative and experienced Agricultural Engineer with a proven track record of identifying issues an
Agriculture,66,f436b34380135c8d_train.png,0.70519066,"Experienced farm manager with PA1/PA2 certification, adept in managing arable, fresh produce, and ro"
Agriculture,86,62a465261c0d4033_train.png,0.7046082,Enthusiastic and detail-oriented Agricultural Engineer with hands-on experience in agricultural equi
Agriculture,67,459590d1efbc37e5_train.png,0.68552697,Experienced Agricultural Engineer with a passion for innovative solutions and sustainability. Skille
Agriculture,91,69f1c9f39e362f89_train.png,0.6755214,"Experienced Farm Manager with PA1/PA2 certification, adept in managing arable, fresh produce, and ro"
Agriculture,90,8273818c3b1d7288_train.png,0.66888857,"Education: Master’s in Agriculture, University of Cincinnati Work Experience: Agriculture Specialis"
Agriculture,70,9f5860d86ef1cd0b_train.png,0.6618749,"Education: California College of the Arts, Master’s in Agriculture Work Experience: Hessel-Fortiz A"
Agriculture,71,0b6ce50d8b6e2c29_train.png,0.6565461,Dedicated Farm Manager with over 4 years of experience in agricultural operations. Proficient in cro
Agriculture,81,28b6193ad8672b0a_train.png,0.64441913,"Farm Manager with 1 year of experience in modern farming practices, dedicated to producing high-qual"
Agriculture,72,0a7047299bce7326_train.png,0.5759573,Mid-Missouri corn and soybean producer with over 20 years of experience. Operates 600 owned acres an
Agriculture,78,3aaae60d92567447_train.png,0.57124543,Dedicated Farm Manager with over 4 years of experience in agricultural operations. Proficient in cro
Agriculture,87,6397c68de6a5957f_train.png,0.56806535,"Dedicated Farm Worker with 1 year of experience in agriculture, skilled in planting, cultivating, an"
Agriculture,69,4556c0f3ab5720b8_train.png,0.56614125,"Education: Indiana Wesleyan University – Kokomo Campus, Bachelor’s Degree in Business, 2009, 2013 W"
Agriculture,79,d51bcb8a81713e8a_train.png,0.5284072,"Agriculture and Environmental Sciences PhD Student Education:  Work Experience: Crop Scout, Wagner"
Agriculture,84,89cb6b96bd423e09_train.png,0.52757,"Education: Master of School Administration, NC State University, 2018-05, Scholarship fully funded b"
Agriculture,65,f609f30465540dda_train.jpg,0.5182507,"Education:  Work Experience:  Projects: Integrated Digital Agricultural Platform of XXX City, Chin"
Agriculture,82,62d0db0fce825c01_train.png,0.5166163,Education:  Work Experience:  Projects:  Skills:  Certifications:  Languages:
Agriculture,68,49d8deebdf3819dc_train.png,0.50836486,Enthusiastic and dedicated Farmer with one year of hands-on experience in sustainable agriculture an
Agriculture,64,3c6ce3d292969a24_train.png,0.49824002,"Education: Pursuing, Pursuing, B.Sc. (Hons.) Agriculture, Lovely Professional University, 6.52/10; 2"
Agriculture,85,b4974afe8472bc1c_train.png,0.44174188,Hardworking and responsible Agricultural Technology graduate with expertise in pig farming and meat 
Agriculture,74,585c6f9d6b000b97_train.jpg,0.44026434,"Education: Diploma in Equipment Maintenance, Broomfield Business College, 2000, 2002; Associate of S"
Agriculture,89,6a387381fc6712b2_train.png,0.35307515,"Experienced Farm Hand with expertise in crop cultivation, livestock care, and farm maintenance. Skil"
Agriculture,56,035a6c9b5ae923b0_train.jpg,0.3,"Multi-skilled agricultural professional with extensive experience in local leadership, research, and"
Apparel,135,b60c6760f3b9ffb3_train.jpg,1.0,Self-directed and driven clothing and accessories professional with comprehensive accomplishments in
Apparel,115,5a6c1a158a033616_train.png,0.94915915,Customer-oriented Sales Associate with over four years of experience in retail management and sales.
Apparel,98,d163fba1ed6c2144_train.png,0.87817633,"Education: University, B.A., Communication, 2022-12, City, State, Cum laude, 3.5/4.0 GPA Work Exper"
Apparel,113,799451c6d5c6125d_train.png,0.84202373,"Education: University, Bachelor of Arts in Communication, Cum Laude (3.5/4.0 GPA), 2022-12, Senior P"
Apparel,110,7ac88f163654d47e_train.png,0.7720294,Service-minded and team-focused boutique facilitator with over five years of experience in luxury re
Apparel,114,56cb67ba57881dbd_train.png,0.7691486,Service-minded and team-focused boutique facilitator with over five years of experience in luxury re
Apparel,101,1dbd975457f48780_train.png,0.7461672,Service-minded and team-focused boutique facilitator with over five years of experience in luxury re
Apparel,106,6b8687bf1c8b251b_train.png,0.7331373,"Education: University of North Carolina at Asheville, Bachelor of Science in Business, 1998, 2002 W"
Apparel,121,a9f486096cd1e0ad_train.png,0.7315563,"Education: B.Sc., Apparel and Merchandising, Colorado State University, Fort Collins, CO, 2011, appa"
Apparel,104,fdf17720a25fb082_train.png,0.7259322,"Dedicated Apparel Merchandiser with one year of experience driving product selection, display, and s"
Apparel,127,973b6faebc41c9a8_train.png,0.72259116,"Education: Bachelor’s Degree in Business, University of Phoenix – Idaho Campus, 1999, 2004 Work Exp"
Apparel,102,e2bd1a22b6a5fb30_train.png,0.70868254,"Education: Bachelor’s Degree, Manufacturing, Textiles, Apparel Merchandising, or Business Administra"
Apparel,124,4d253714414c63b3_train.png,0.6982049,"Education: Bachelor of Arts in Design, Rhode Island School of Design Work Experience: Associate App"
Apparel,100,2a0af97c0bc5aea9_train.png,0.68318975,"Education: Drexel University, Bachelor’s in Design Work Experience: Muller, Altenwerth, and Hetting"
Apparel,109,ff3921f8b37017e4_train.png,0.6598181,"Passionate and experienced Apparel Designer with 7+ years of success in design, product development,"
Apparel,95,0ca5c2be0dba2bdc_train.png,0.65398926,"Passionate and experienced Apparel Designer with 7+ years of success in design, product development,"
Apparel,96,1c5bd14e81de35b6_train.png,0.6389172,"Education: Parsons The New School for Design, College in Education, Textile and Apparel Materials Sc"
Apparel,126,d6242d23eda8a6e6_train.jpg,0.63830745,I am seeking a dynamic role where I can grow both professionally and personally by contributing to i
Apparel,131,8e6770bdb67d00d0_train.png,0.6282284,Passionate Clothing Store Retailer with a strong focus on enhancing customer experiences by helping 
Apparel,103,f496dceaac73bc2a_train.png,0.61520886,"Education: Academy of Art University, Bachelor’s in Design Work Experience: Haag LLC, Associate App"
Apparel,107,3421bf4ca957ee43_train.png,0.60053873,"Education: Lim College, Bachelor’s in Design Work Experience: Johnston, Carroll, and Ruecker, Assoc"
Apparel,99,d1dcba4890e6d113_train.png,0.548971,Deadline-driven Costume Designer with experience in enhancing actors’ and actresses’ performances by
Apparel,125,4f0a51ac3c5e7931_train.png,0.54344624,"Dedicated Fashion & Beauty professional with 1+ year of experience in trend analysis, styling, and b"
Apparel,105,f985231d46da6475_train.png,0.5386168,Accomplished Apparel Designer with nearly five years of experience contributing to the development o
Apparel,122,492101c62763dc35_train.png,0.53407615,Highly passionate Clothing Store Retailer with a focus on helping customers find the perfect clothes
Apparel,128,9bbc3cc194ba8772_train.png,0.5229826,Creativity is intelligence having fun. Education:  Work Experience:  Projects:  Skills: Fashion 
Apparel,97,d34ab43a58e7b27b_train.png,0.5224472,"Education: School of the Art Institute of Chicago, Bachelor’s Work Experience: Hudson Group, Associ"
Apparel,118,83f0c972d52eaef3_train.png,0.5135632,"Dedicated apparel designer with 1+ year of experience creating innovative, stylish clothing designs."
Apparel,116,5e07e177bb9f21e2_train.png,0.5085769,"Senior Apparel Designer with over 10 years of experience in menswear, womenswear, and sportswear des"
Apparel,123,af9b856209756bf9_train.png,0.49888176,"Accomplished Creative Director and Graphic Designer with expertise in apparel design, brand developm"
Apparel,111,3eaf34061c65518a_train.png,0.48982042,A talented and customer-oriented designer with an eye for commercial fashion and detail in product s
Apparel,108,2073cab4d68e70c2_train.jpg,0.4896299,Visionary and creative fashion designer with over 10 years of experience producing exceptional cloth
Apparel,120,abd926963604e456_train.png,0.46028572,Passionate Clothing Store Retailer dedicated to helping customers find clothing that enhances their 
Apparel,112,40bd2c92db475c7e_train.png,0.45961952,Accomplished Creative Director and Graphic Designer with expertise in leading apparel design initiat
Apparel,129,d818f00b7513575b_train.jpg,0.45953178,"Apparel designer with three years of experience in fashion, design, and sports industries. Proven ab"
Apparel,132,beb5aad08a99a4bb_train.png,0.4509409,"Remarkable Garment Merchandiser. Spearheaded seasonal garment selection for 30 stores, driving 20% a"
Apparel,136,dbcbb8cbac7da036_train.png,0.4434843,Seeking a buying or production internship for Summer 2021. Willing to relocate. Education: Bachelor
Apparel,117,7e6f223625470d1c_train.png,0.41701704,"Innovative apparel designer with expertise in creating high-fashion, at-home wear. Skilled in develo"
Apparel,130,d75690d1c7e66050_train.png,0.40716022,Innovative apparel designer aiming to revolutionize high fashion with a focus on at-home wear. Skill
Apparel,133,dc5d043f279f8025_train.png,0.40604013,Innovative apparel designer specializing in high fashion with an at-home wear approach. Developed un
Apparel,119,8d240c52d38126d0_train.png,0.37113303,"Technical apparel designer with expertise in patternmaking, garment construction, and fit evaluation"
Apparel,94,131bb10b4e9b172c_train.png,0.3,Creative and detail-oriented Senior Fashion Designer with over 10 years of experience in high street
Architect,152,38d167423f55cd85_train.jpg,1.0,"Education:  Work Experience: Senior Architect, Business Intelligence, San Francisco, CA, 2014-02, P"
Architect,162,f51d84472d272485_train.jpg,0.94722927,Seasoned Solution Architect with a proven track record of driving sales revenue and profitability th
Architect,150,f098d47a9c1e0af1_train.png,0.7799039,"Seasoned IT professional with over 12 years of experience. Highly motivated, goal-oriented, and driv"
Architect,153,4546c195d8781c52_train.jpg,0.725426,"Education:  Work Experience: Solution Architect, Long View Systems (LVS), 2019-11, 2021-02, Partner"
Architect,139,1fa3f1aa516572b5_train.png,0.71324,Results-oriented Senior Network Operations Engineer with expertise in project management and network
Architect,148,200407e3824e50b9_train.png,0.64138365,"Experienced Project Architect with expertise in technical solutions, architectural design, and proje"
Architect,157,f8ec6d7e750583b6_train.png,0.6327619,"Education: BA (Hons) Architecture, University of Greenwich, London, 2011-09, 2015-06 Work Experienc"
Architect,172,7e9f80d95bff9000_train.png,0.6227191,"Education: University of Tennessee, Knoxville, TN, Bachelor of Science in Architecture, 2004, 2009, "
Architect,161,fc76a5798e2dc2fd_train.png,0.6046445,Highly experienced architect with a proven track record of delivering innovative design solutions. S
Architect,166,6d0a8cf0f8ba40ea_train.jpg,0.5995188,"Education: Master of Architecture, Prestigious School, Certificate in Sustainable Design, 2021-08, 2"
Architect,158,f73f3453b36de37b_train.png,0.597207,"['Cost-saving: Delivered projects 17% under budget on average.', 'Customer service: Retained most ne"
Architect,160,533c0224e2119329_train.png,0.5895281,A passionate Junior Architect with a strong belief in the transformative power of architecture and r
Architect,171,812313eadeae794f_train.png,0.58240366,"A Senior Architect with 10 years of experience, specializing in designing and executing innovative a"
Architect,151,e379f789231ad4da_train.png,0.56011087,"Dynamic Architect with extensive experience in urban planning, commercial developments, and institut"
Architect,138,1396b7508044b594_train.jpg,0.55103654,Innovative chartered architect with 10+ years of experience in architectural design and project mana
Architect,143,2fbbfb1862456da9_train.png,0.54930115,"As a Junior Architect with 1 year of professional experience, I possess a strong foundation in archi"
Architect,178,b68ae2d8bff7dbe1_train.png,0.54350674,Experienced and enthusiastic freelance architect with over 5 years of experience in delivering empow
Architect,147,efff9e38c75897ed_train.png,0.5342969,"Education: Master of Architecture (M.Arch), Connecticut College of the Arts, 2015-09, 2017-06, Pursu"
Architect,140,1082ce5781ae3477_train.png,0.5336588,Highly experienced Architectural Project Manager with a proven track record in delivering signage pr
Architect,174,980a0e8bd2f5a273_train.jpg,0.5312674,"A professional, creative, and innovative architect with 10+ years of experience. Specializes in deli"
Architect,141,02657761cacdda99_train.jpg,0.5290562,"A professional, creative, and innovative architect with 10+ years of experience. Specializes in deli"
Architect,165,fddc177791010630_train.png,0.52256185,Highly experienced Architect with a proven track record of delivering outstanding buildings. Skilled
Architect,142,0f00459499467482_train.png,0.50475955,Highly creative AIA-registered architect with 9+ years of experience. Specializes in designing and d
Architect,149,2d91b196afee3982_train.png,0.5041474,Creative and detail-oriented Landscape Architect with 8+ years of experience in designing sustainabl
Architect,177,ba2c54e3fb8c990a_train.png,0.5037645,Architect with 5+ years of practical experience in architectural design and project management. Mast
Architect,164,f949ca5f5ab257c3_train.png,0.5020827,Highly creative and AIA-registered architect with 9+ years of experience. Seeking a design-focused p
Architect,176,c3bc27f2d5a322f9_train.png,0.49705455,"Dedicated architect with 5 years of experience in designing and executing innovative residential, co"
Architect,170,ffcc838795b7ccc9_train.png,0.4851272,"Education:  Work Experience: Senior Architectural Designer, San Francisco, CA, 2016-02, Present, Pr"
Architect,156,5cc22af656fa51df_train.jpg,0.47475493,I am a passionate architect with a strong belief in the transformative power of architecture and des
Architect,169,8a3282efe255cfb2_train.png,0.46595007,Dedicated and motivated Part 1 Architectural Assistant with a BA (Hons) in Architecture from the Uni
Architect,168,884a0790506eccd1_train.png,0.46062443,Enthusiastic Architecture Student with 6 years of experience in renowned architectural firms. Specia
Architect,134,a57e20b8d4754dcd_train.png,0.45641682,Education:  Work Experience:  Projects:  Skills:  Certifications:  Languages:
Architect,137,d4cc1b4be234d8d1_train.jpg,0.44402492,Skilled and self-motivated architect with extensive experience in architecture and urban planning. M
Architect,173,975e790f6b3f6064_train.png,0.4434434,"Education: Bachelor of Engineering (BEng) in Civil Engineering, Somont College, 2008, 2010; A Levels"
Architect,175,a0e07bcd45d45b74_train.png,0.43564147,"Award-winning architect with 5+ years of experience in preparing working drawings, inspecting buildi"
Architect,163,53a4d0139fd787be_train.png,0.4337471,"Creative and detail-oriented Architect and Designer with experience in graphic design, interior desi"
Architect,167,8c3c6526c596508f_train.jpg,0.42736936,Award-winning architect with over six years of experience bringing creative visions to life. Profici
Architect,146,33c0104ead0b65ce_train.png,0.3969912,Highly creative AIA-registered architect with 9+ years of experience. Seeking a position as a design
Architect,155,4305a90790c87234_train.jpg,0.37129328,Experienced and accomplished professional architect with over 10 years of experience managing projec
Architect,154,45d522faba77baa9_train.jpg,0.3631331,"Passionate and skilled architect with over 5 years of experience in planning, developing, and implem"
Architect,145,e45ea15c74751f08_train.png,0.35183895,Highly creative AIA-registered architect with 9+ years of experience. Proven ability to deliver high
Architect,144,35e7b998df59983e_train.jpg,0.32518896,I define myself as a young architect committed to global society. I believe in the duty we have towa
Architect,159,6c2a1f4fa25ef4a2_train.jpg,0.3,Creative and detail-oriented architect with expertise in modern Chinese architecture. Skilled in lea
Arts,182,6266ff95876f58a1_train.png,1.0,Art Director with 11 years of experience in Graphic Design and 5+ years in managerial creative roles
Arts,189,ec5c34df9535a108_train.png,0.788589,Senior Art Director with 5+ years of experience driving creative concepts and executing compelling d
Arts,194,78e345b2a56544f5_train.png,0.78242105,Experienced Senior Art Director with over 7 years of expertise in leading cross-functional teams to 
Arts,191,778890e6ededd3af_train.png,0.76590186,"To join a forward-thinking company as an Industrial Designer, leveraging my expertise in creative ve"
Arts,206,d34b33addbb54efb_train.png,0.7556007,Detail-oriented 3D artist with a strong background in game design and character production. Over fiv
Arts,185,e590e12056785dec_train.png,0.743248,"Art professional with 6+ years of experience specializing in film, television, and theater projects."
Arts,183,2ae6356e4dab0f4a_train.png,0.7336397,"Strategic and collaborative Art Director with 8+ years of experience in creative direction, design, "
Arts,187,df8298331dcfd307_train.png,0.73094606,Creative and detail-oriented Lead Hard Surface Artist with 5+ years of experience creating and maint
Arts,199,ae98cddb7232614b_train.png,0.72837424,Innovative and resourceful 3D Artist with 5+ years of experience creating high-quality 3D models for
Arts,202,c98ec6dcca4d5422_train.png,0.72132736,Creative and collaborative Senior Art Director with over eight years of experience. National award w
Arts,188,e04de4c652e43bf7_train.png,0.6972134,Arts Administrator Education:  Work Experience:  Projects:  Skills:  Certifications:  Language
Arts,207,d5339afebf1494e5_train.png,0.68340933,Passionate and experienced 3D artist with a Bachelor’s degree in Animation and over 5 years of indus
Arts,181,56e9e980bc7fb0e9_train.png,0.5937007,"Artist with 5 years of professional experience, showcasing a diverse portfolio of accomplishments, i"
Arts,203,b5608ce0281eab84_train.png,0.5889128,Experienced 3D Artist with [number of years] years of expertise in creating realistic and stylized 3
Arts,184,66eb163a11620f38_train.png,0.5839311,Passionate and creative 3D Artist with over 6 years of experience in the gaming industry. Proficient
Arts,197,aec6fde670dd950a_train.png,0.58165085,Visual Effects Artist with 1 year of experience creating visually stunning and realistic effects for
Arts,204,bf6b7084327cb4df_train.png,0.57110244,Creative and analytical Senior Concept Artist with 6+ years of experience in top-level game concept 
Arts,192,69e672b71aca351b_train.png,0.56236976,Passionate artist seeking a residency at the Asheville Museum of Art. As a resident artist in Fayett
Arts,198,ac407c4ffb6901e1_train.png,0.5298524,Dedicated arts professional with 1 year of experience fostering creative expression and appreciation
Arts,195,9722e2404bf2c0d4_train.jpg,0.5043444,"As a fresh entrant to the animation and design industry, I bring a passion for creativity and a rele"
Arts,200,cea21019432fca37_train.png,0.49588478,"Dedicated Art Handler with one year of experience in the safe transportation, installation, and stor"
Arts,193,8b03e1b21e4019f5_train.png,0.46101996,Passionate artist with a proven track record of creating impactful art collections and award-winning
Arts,186,0e53a919b1ae16dd_train.jpg,0.4432978,"Multidisciplinary artist with expertise in drawing, painting, color theory, photography, and graphic"
Arts,211,dba251a4bd942530_train.png,0.43923396,"Education: Bachelor’s in Art, University of Cincinnati Work Experience: Art Handler, Doyle-Hodkiewi"
Arts,196,77bebfdcc9d4a892_train.png,0.4350226,Resourceful abstract artist with over four years of experience creating meaningful pieces for exhibi
Arts,208,d4a4828f87b4ca16_train.png,0.4215976,"Experienced art handler with over 15 years of expertise in fine art transportation, installation, an"
Arts,190,0ac3b4d1622c27d0_train.png,0.41102758,Passionate artist with a proven track record of creating impactful art collections and award-winning
Arts,209,da4d39931e6d991c_train.png,0.3917606,Creative Fine Arts graduate specializing in sculpture. Eager to secure a position in a dynamic artis
Arts,205,b84d48def8278ada_train.png,0.3706448,Visual Artist with a focus on raising public awareness of social issues through art. Awarded the Leo
Arts,210,d6c18fce6c1dc45c_train.png,0.32787758,Creative and outgoing Makeup Artist with a proven track record of success and client satisfaction in
Arts,201,c5d553c04c1a9ff6_train.png,0.30683082,Innovative artist with a Master of Fine Arts (MFA) degree and extensive experience participating in 
Arts,179,1ffb8e08d7fc4103_train.png,0.30447805,"Dedicated Art Instructor with [X] years of experience in curriculum design, art education, and commu"
Arts,180,151da442de6fb1f4_train.png,0.3,Enthusiastic and skilled Tattoo Artist with 4+ years of experience creating unique and personalized 
Automobile,219,e6281a9c220f5215_train.png,0.99999994,"A senior vehicle engineer with extensive experience in autonomous vehicle systems, functional safety"
Automobile,217,9f2d502b45c1c116_train.png,0.8263121,Results-driven Automotive Service Manager with 5+ years of experience leading high-performing servic
Automobile,216,08cf83971392a20d_train.png,0.78283775,"Experienced automotive professional with a strong background in dealership operations, sales, and se"
Automobile,230,6ca1b8581d41c961_train.png,0.76439714,ASE Master Technician with over five years of experience in automotive technology. Proven track reco
Automobile,224,e87608ada8e24f2d_train.png,0.73718977,Hardworking and aspiring automotive engineer with hands-on experience in CAD tools and go-kart manuf
Automobile,232,49bd2d834bab2c4e_train.png,0.73352396,Dedicated and customer-focused Service Advisor with 8+ years of experience in the automotive dealers
